SourceTitle#ERulesId#Domain#EntryIntoForceDate#RegulatorySource#Paragraph#
GM1 ADR.OR.D.017(a);(b);(c);(d) Training and proficiency check programmes#ERULES-1963177438-18539#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(iii)the method to be used for the delivery of the training;#
GM1 ADR.OR.D.017(a);(b);(c);(d) Training and proficiency check programmes#ERULES-1963177438-18539#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(iv)the way the competency assessments of the trainees will be performed; and#
GM1 ADR.OR.D.017(a);(b);(c);(d) Training and proficiency check programmes#ERULES-1963177438-18539#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(v)the development of the relevant procedures to ensure that the training programme achieves its objectives and covers circumstances that may occur (e.g. the case where an employee fails to achieve the required competency level).#
GM1 ADR.OR.D.017(a);(b);(c);(d) Training and proficiency check programmes#ERULES-1963177438-18539#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#Consideration needs to be given to the fact that the relevant procedures would also need to address the organisation and implementation of the recurrent, refresher and continuation training.#
GM1 ADR.OR.D.017(a);(b);(c);(d) Training and proficiency check programmes#ERULES-1963177438-18539#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(b)Personnel of other organisations operating or providing services at the aerodrome#
GM1 ADR.OR.D.017(a);(b);(c);(d) Training and proficiency check programmes#ERULES-1963177438-18539#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(1)At the aerodrome environment, there may be also other organisations that operate or provide their services to other organisations or the aerodrome operator. Given that such activities may have an effect on safety and affect aerodrome operations, it is necessary to ensure that the personnel of these organisations that are allowed unescorted access to the movement area and other operational areas of the aerodrome, are trained in the applicable aerodrome’s operational procedures and requirements, so that they are enabled to safely operate within the aerodrome environment (e.g. the apron, and sometimes on the manoeuvring area), sharing a common understanding about safety management.#
GM1 ADR.OR.D.017(a);(b);(c);(d) Training and proficiency check programmes#ERULES-1963177438-18539#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#To achieve this, the aerodrome operator needs to identify which are the applicable operational procedures and requirements for the relevant training of this type of personnel.#
GM1 ADR.OR.D.017(a);(b);(c);(d) Training and proficiency check programmes#ERULES-1963177438-18539#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#For instance, if an employee of another organisation needs to drive and work on the apron or on the manoeuvring area, then he or she would need to undergo the relevant training prior to being allowed to do so. This would involve the relevant driving training. On the other hand, the same person would be subject to certain aerodrome operational procedures and requirements which apply on this area, and so he or she would need to also receive training on these procedures and requirements (e.g. as part of the FOD control programme). Moreover, there is also an additional need for this employee to receive a safety management system training relevant to their duties, e.g. how to file an occurrence report, etc.#
GM1 ADR.OR.D.017(a);(b);(c);(d) Training and proficiency check programmes#ERULES-1963177438-18539#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(2)As part of this process, the aerodrome operator would need to make considerations similar to the ones referred to in (a)(2) above, in order to ensure the continued competence and awareness of such personnel in the required fields.#
GM1 ADR.OR.D.017(a);(b);(c);(d) Training and proficiency check programmes#ERULES-1963177438-18539#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(3)In this way, the aerodrome operator is expected to be able to safely manage the interfaces it has with the other organisations present at the aerodrome. However, in order to ensure the successful implementation of this training, the aerodrome operator would need to cooperate and have relevant arrangements with the organisations whose employees need to complete this training. Depending on the situation and the solutions chosen in each case, the content of the arrangements may vary and cover different areas, such as the exchange of relevant information regarding absence of personnel for the organisation of a refresher training, the use of instructors or assessors proposed by these organisations for the implementation of the relevant part of the training programme, etc.#
GM1 ADR.OR.D.017(a);(b);(c);(d) Training and proficiency check programmes#ERULES-1963177438-18539#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(4)It is to be noted that the training related to the performance of the actual duties of this type of personnel (e.g. how to use its own organisation’s equipment, or the internal procedures of that organisation, etc.) falls outside of the scope of this part of the training required under ADR.OR.D.017.#
GM1 ADR.OR.D.017(a);(b);(c);(d) Training and proficiency check programmes#ERULES-1963177438-18539#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(c)Understanding of the aerodrome system as a whole#
GM1 ADR.OR.D.017(a);(b);(c);(d) Training and proficiency check programmes#ERULES-1963177438-18539#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#It is important that the training provides all trainees with an understanding of the interdependencies between the various functions and actors at the aerodrome environment, and how their work is related to the functions and work of other personnel and organisations, so that they acquire a rather ‘global’ (as opposed to an ‘isolated’) perspective.#
AMC1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-18543#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#AMC1 ADR.OR.D.017(e) Training and proficiency check programmes#
AMC1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-18543#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#INITIAL TRAINING#
AMC1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-18543#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(a)Theoretical training#
AMC1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-18543#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(1)A suitable method (or suitable methods) for the delivery of each part of the required training should be identified and specified in the training programme.#
AMC1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-18543#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(2)The theoretical training should be delivered at appropriate training facilities, and the delivery of the training should be supported by means and equipment which are suitable for the training area covered.#
AMC1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-18543#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#Computer-based training may also be used, where interaction of the trainee(s) with other persons is not necessary and where the training material has been prepared, reviewed and updated by an instructor nominated in accordance with AMC1 ADR.OR.D.017(h). Where provided, such training should consider human factors principles, and, as a minimum, should also cater for the possibility for the trainees to ask questions and receive clarifications, as well as to provide feedback.#
AMC1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-18543#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(3)After the initial training, the acquired competency should be assessed. The competency assessment should be accomplished by using identified method(s), appropriate to the training element to be assessed. Assessment procedures should be established, addressing, as a minimum, location(s), identity check and invigilation, and assessment discipline. Computer-based systems may be used for the assessment of the trainees provided that:#
AMC1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-18543#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(i)the assessment material is prepared, reviewed and updated by an assessor nominated in accordance with AMC1 ADR.OR.D.017(h); and#
AMC1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-18543#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(ii)the assessment is conducted in a controlled facility and environment and in a manner that physically ensures the identity of the trainees during the assessment process.#
AMC1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-18543#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(4)Training elements that require individual practical participation may be combined with practical assessments.#
AMC1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-18543#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(b)Practical training#
AMC1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-18543#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(1)The practical training should follow the successful completion of the theoretical training and should be provided by an instructor nominated in accordance with AMC1 ADR.OR.D.017(h). The duration of the practical training should be appropriate to the area covered.#
AMC1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-18543#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(2)A practical competency assessment should be conducted by an assessor nominated in accordance with AMC1 ADR.OR.D.017(h), following the completion of each practical training provided. Assessment procedures should be established, addressing, as a minimum, location(s), identity check, and assessment discipline.#
AMC2 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-18547#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#AMC2 ADR.OR.D.017(e) Training and proficiency check programmes#
AMC2 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-18547#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#INITIAL TRAINING PROCESS — NEW EMPLOYEES#
AMC2 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-18547#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#When an aerodrome operator employs personnel mentioned in point (a) of AMC1 ADR.OR.D.017(a);(b), who have already completed a training programme with another aerodrome operator, the current employer may, when determining the training needs required for the post to be filled by that employee, decide to credit training subjects on which the individual has already completed relevant training, as they are documented in his or her training records. In any case, no credit may be given for training areas which are specific to that aerodrome.#
GM1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-2697#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#GM1 ADR.OR.D.017(e) Training and proficiency check programmes#
GM1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-2697#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#INITIAL TRAINING METHODS#
GM1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-2697#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(a)The methods to be used for the delivery of the theoretical training include, but are not limited to, the following:#
GM1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-2697#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(1)lecture;#
GM1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-2697#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(2)lesson/demonstration;#
GM1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-2697#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(3)case study;#
GM1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-2697#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(4)exercises, including computer-based practical exercises;#
GM1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-2697#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(5)facilitation;#
GM1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-2697#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(6)group work;#
GM1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-2697#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(7)interactive training; and#
GM1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-2697#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(8)supervised practices.#
GM1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-2697#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(b)The methods to be used for the competency assessment of the trainees upon completion of the theoretical training could include:#
GM1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-2697#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(1)practical demonstration;#
GM1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-2697#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(2)computer-based assessment;#
GM1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-2697#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(3)oral or written assessments;#
GM1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-2697#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#or combinations of such methods, as appropriate.#
GM1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-2697#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#When determining the method(s) to be used for the assessment of the trainees, the advantages and the limitations of each method, as well as the objectives of the training, would need to be taken into account.#
GM1 ADR.OR.D.017(e) Training and proficiency check programmes#ERULES-1963177438-2697#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#For example, the oral assessment may be used to test the understanding of the trainees around certain issues, as well as the requirements governing them, to have a clearer indication that the trainee not only knows what he or she should be doing in a given case, but also why he or she should be doing it. However, the oral assessment requires considerable skills and it should be undertaken in a way that ensures consistency among individual assessors. On the other hand, written assessments may also be used to test the theoretical knowledge and to a lesser degree the understanding of the trainees. Written tests may be easier to administer and to ensure their consistency, particularly when using multiple-choice questions. However, multiple-choice questions may test knowledge, but they may not be appropriate for determining how a person would react in an operational situation. A written assessment may also be computer-based.#
AMC1 ADR.OR.D.017(f) Training and proficiency check programmes#ERULES-1963177438-18544#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#AMC1 ADR.OR.D.017(f) Training and proficiency check programmes#
AMC1 ADR.OR.D.017(f) Training and proficiency check programmes#ERULES-1963177438-18544#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#RECURRENT, REFRESHER AND CONTINUATION TRAINING#
AMC1 ADR.OR.D.017(f) Training and proficiency check programmes#ERULES-1963177438-18544#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(a)Recurrent training#
AMC1 ADR.OR.D.017(f) Training and proficiency check programmes#ERULES-1963177438-18544#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#The recurrent training may be only theoretical and should cover the areas addressed in the initial theoretical training provided. The recurrent training should be designed to review, reinforce or enhance the existing knowledge and skills of the trainees, and should also take into account the changes that have taken place in the content of the subjects covered by the initial training.#
AMC1 ADR.OR.D.017(f) Training and proficiency check programmes#ERULES-1963177438-18544#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#Upon completion of the recurrent training, an assessment of the trainee should be conducted.#
AMC1 ADR.OR.D.017(f) Training and proficiency check programmes#ERULES-1963177438-18544#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(b)Refresher training#
AMC1 ADR.OR.D.017(f) Training and proficiency check programmes#ERULES-1963177438-18544#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#The refresher training may be only theoretical, and shorter than the recurrent training, and its content should take into account the length of the person’s absence and the magnitude of the relevant changes that may have taken place during the period of absence of the employee.#
AMC1 ADR.OR.D.017(f) Training and proficiency check programmes#ERULES-1963177438-18544#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#Upon completion of the refresher training, an assessment of the trainee should be conducted (for the process of the assessment, see AMC1 ADR.OR.D.017(e)).#
AMC1 ADR.OR.D.017(f) Training and proficiency check programmes#ERULES-1963177438-18544#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(c)Continuation training#
AMC1 ADR.OR.D.017(f) Training and proficiency check programmes#ERULES-1963177438-18544#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#Continuation training should be provided in the following cases:#
AMC1 ADR.OR.D.017(f) Training and proficiency check programmes#ERULES-1963177438-18544#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(1)A person is assigned new/different tasks#
AMC1 ADR.OR.D.017(f) Training and proficiency check programmes#ERULES-1963177438-18544#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#In the case a person is to be assigned to different/additional tasks, an appropriate theoretical and practical training which covers any differences between his or her previous and future tasks should be completed. This differences training should be determined based on a comparison between the training required for the new tasks, and the training already completed by that person, as documented in his or her training records.#
AMC1 ADR.OR.D.017(f) Training and proficiency check programmes#ERULES-1963177438-18544#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#The provision of training should be followed by relevant competency assessment (for the process of the assessment, see AMC1 ADR.OR.D.017(e));#
AMC1 ADR.OR.D.017(f) Training and proficiency check programmes#ERULES-1963177438-18544#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(2)A change is introduced to the operating environment of a person, which is of such nature and/or magnitude that it requires the training of the personnel (e.g. a new system to be used by the personnel concerned).#
AMC1 ADR.OR.D.017(f) Training and proficiency check programmes#ERULES-1963177438-18544#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#A method should be established and documented to be used for determining the need (or not) for, as well as the type(s) (theoretical, practical, or both) of, training to be provided following changes. The provision of training should be followed by a relevant competency assessment.#
AMC1 ADR.OR.D.017(g) Training and proficiency check programmes#ERULES-1963177438-2699#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#AMC1 ADR.OR.D.017(g) Training and proficiency check programmes#
AMC1 ADR.OR.D.017(g) Training and proficiency check programmes#ERULES-1963177438-2699#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#PROFICIENCY CHECKS#
AMC1 ADR.OR.D.017(g) Training and proficiency check programmes#ERULES-1963177438-2699#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(a)The purpose of the proficiency check is to establish the ability of an individual to perform satisfactorily, in accordance with applicable requirements and the content of the aerodrome manual as they relate to his or her tasks.#
AMC1 ADR.OR.D.017(g) Training and proficiency check programmes#ERULES-1963177438-2699#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#In particular, the proficiency check of the aerodrome operator’s personnel should determine the performance of an individual regarding the tasks assigned to him or her. Regarding personnel of other organisations operating or providing services at the aerodrome, the objective of the proficiency check should be the assessment of the performance of the individual with regard to the applicable operational procedures and requirements of the aerodrome.#
AMC1 ADR.OR.D.017(g) Training and proficiency check programmes#ERULES-1963177438-2699#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#To this end, the elements that each proficiency check should cover should be identified and documented.#
AMC1 ADR.OR.D.017(g) Training and proficiency check programmes#ERULES-1963177438-2699#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#A proficiency check does not need to cover all associated elements at the same time; however, all elements of a proficiency check should be covered within the period specified in ADR.OR.D.017(g).#
AMC1 ADR.OR.D.017(g) Training and proficiency check programmes#ERULES-1963177438-2699#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#Depending on the situation, specialty and element checked, and provided that it will not affect the quality and completeness of the proficiency check, a single proficiency check may be used to cover more than one person. The person(s) to be checked should be made aware prior to the proficiency check.#
AMC1 ADR.OR.D.017(g) Training and proficiency check programmes#ERULES-1963177438-2699#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#Proficiency checks may be conducted during normal and/or abnormal/emergency conditions depending on the situation and the specialty of the person being checked.#
AMC1 ADR.OR.D.017(g) Training and proficiency check programmes#ERULES-1963177438-2699#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(b)The proficiency check programme should:#
AMC1 ADR.OR.D.017(g) Training and proficiency check programmes#ERULES-1963177438-2699#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(1)include a process to identify the frequency of proficiency checks, including for the instructors and assessors, and track completion of the required checks;#
AMC1 ADR.OR.D.017(g) Training and proficiency check programmes#ERULES-1963177438-2699#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(2)identify checking responsibilities and relevant checking methods and procedures;#
AMC1 ADR.OR.D.017(g) Training and proficiency check programmes#ERULES-1963177438-2699#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(3)include procedures to be applied in the event that personnel do not achieve the required standards; and#
AMC1 ADR.OR.D.017(g) Training and proficiency check programmes#ERULES-1963177438-2699#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(4)include a validation process that measures the effectiveness of the programme.#
AMC1 ADR.OR.D.017(g) Training and proficiency check programmes#ERULES-1963177438-2699#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(c)Information related to the proficiency check programme should be included in the aerodrome manual.#
GM1 ADR.OR.D.017(g) Training and proficiency check programmes#ERULES-1963177438-18545#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#GM1 ADR.OR.D.017(g) Training and proficiency check programmes#
GM1 ADR.OR.D.017(g) Training and proficiency check programmes#ERULES-1963177438-18545#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#PROFICIENCY CHECKS#
GM1 ADR.OR.D.017(g) Training and proficiency check programmes#ERULES-1963177438-18545#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#Proficiency checks may be conducted at shorter intervals following, for example, an occurrence or to ensure that the person is able to apply in practice knowledge acquired due to updated training.#
AMC1 ADR.OR.D.017(h) Training and proficiency check programmes#ERULES-1963177438-2700#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#AMC1 ADR.OR.D.017(h) Training and proficiency check programmes#
AMC1 ADR.OR.D.017(h) Training and proficiency check programmes#ERULES-1963177438-2700#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#INSTRUCTORS — ASSESSORS#
AMC1 ADR.OR.D.017(h) Training and proficiency check programmes#ERULES-1963177438-2700#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(a)The aerodrome operator should nominate instructors and assessors to be used for the implementation of the training and proficiency check programmes. The personnel to be nominated may also include contracted instructors or organisations for individual subjects.#
AMC1 ADR.OR.D.017(h) Training and proficiency check programmes#ERULES-1963177438-2700#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#The aerodrome operator may also nominate personnel proposed by organisations operating or providing services at the aerodrome to be used as instructors and assessors for the implementation of the respective part of the training and proficiency check programmes of these organisations’ personnel. Irrespective of the solution chosen, the aerodrome operator remains responsible for the proper implementation of the training programme and the proficiency check programme in a consistent manner, and according to the relevant procedures and standards established by the aerodrome operator.#
AMC1 ADR.OR.D.017(h) Training and proficiency check programmes#ERULES-1963177438-2700#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(b)A person may be qualified and nominated both as an instructor and as an assessor by the aerodrome operator. However, such a person may not provide assessment for own instruction, courses, or material.#
AMC1 ADR.OR.D.017(h) Training and proficiency check programmes#ERULES-1963177438-2700#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(c)Instructors#
AMC1 ADR.OR.D.017(h) Training and proficiency check programmes#ERULES-1963177438-2700#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(1)Theoretical instruction should be given by appropriately qualified instructors. They should have:#
AMC1 ADR.OR.D.017(h) Training and proficiency check programmes#ERULES-1963177438-2700#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(i)appropriate level and depth of knowledge in the field where instruction is to be given;#
AMC1 ADR.OR.D.017(h) Training and proficiency check programmes#ERULES-1963177438-2700#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(ii)documented ability to use appropriate instructional techniques; and#
AMC1 ADR.OR.D.017(h) Training and proficiency check programmes#ERULES-1963177438-2700#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(iii)adequate experience in the subject where instruction is to be given.#
AMC1 ADR.OR.D.017(h) Training and proficiency check programmes#ERULES-1963177438-2700#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(2)Instruction on practical skills should be given by appropriately qualified instructors who:#
AMC1 ADR.OR.D.017(h) Training and proficiency check programmes#ERULES-1963177438-2700#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(i)meet the theoretical knowledge, and the working experience requirements appropriate to the instruction being given;#
AMC1 ADR.OR.D.017(h) Training and proficiency check programmes#ERULES-1963177438-2700#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(ii)have demonstrated the ability to instruct, and to use appropriate instructional techniques;#
AMC1 ADR.OR.D.017(h) Training and proficiency check programmes#ERULES-1963177438-2700#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(iii)are proficient in instructional techniques in the areas in which it is intended to provide instruction; and#
AMC1 ADR.OR.D.017(h) Training and proficiency check programmes#ERULES-1963177438-2700#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(iv)receive relevant training, in accordance with the training programme, to ensure that the instructional competencies are maintained.#
AMC1 ADR.OR.D.017(h) Training and proficiency check programmes#ERULES-1963177438-2700#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(d)Assessors#
AMC1 ADR.OR.D.017(h) Training and proficiency check programmes#ERULES-1963177438-2700#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#The persons who are responsible for assessing the competence and skills of the personnel should:#
AMC1 ADR.OR.D.017(h) Training and proficiency check programmes#ERULES-1963177438-2700#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(1)have demonstrated the ability to assess the performance of, and conduct tests and checks in the areas covered by the training;#
AMC1 ADR.OR.D.017(h) Training and proficiency check programmes#ERULES-1963177438-2700#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(2)receive relevant training, in accordance with the training programme, to ensure that the assessment standards are maintained up to date; and#
AMC1 ADR.OR.D.017(h) Training and proficiency check programmes#ERULES-1963177438-2700#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(3)meet the theoretical knowledge requirements appropriate to the instruction being given and have adequate working experience in the area of instruction.#
AMC1 ADR.OR.D.017(i) Training and proficiency check programmes#ERULES-1963177438-2701#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#AMC1 ADR.OR.D.017(i) Training and proficiency check programmes#
AMC1 ADR.OR.D.017(i) Training and proficiency check programmes#ERULES-1963177438-2701#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#PERSONNEL RECORDS#
AMC1 ADR.OR.D.017(i) Training and proficiency check programmes#ERULES-1963177438-2701#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(a)The aerodrome operator should use its record keeping system (see AMC1 ADR.OR.D.035) to record the following information for each person:#
AMC1 ADR.OR.D.017(i) Training and proficiency check programmes#ERULES-1963177438-2701#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(1)starting date of employment/ending date of employment (if applicable);#
AMC1 ADR.OR.D.017(i) Training and proficiency check programmes#ERULES-1963177438-2701#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(2)area of activity;#
AMC1 ADR.OR.D.017(i) Training and proficiency check programmes#ERULES-1963177438-2701#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(3)previous working experience;#
AMC1 ADR.OR.D.017(i) Training and proficiency check programmes#ERULES-1963177438-2701#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(4)qualifications;#
AMC1 ADR.OR.D.017(i) Training and proficiency check programmes#ERULES-1963177438-2701#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(5)training (before entry and subsequent); and#
AMC1 ADR.OR.D.017(i) Training and proficiency check programmes#ERULES-1963177438-2701#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(6)proficiency checks, including language proficiency as appropriate;#
AMC1 ADR.OR.D.017(i) Training and proficiency check programmes#ERULES-1963177438-2701#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(b)Latest changes should be reflected into personnel records.#
AMC2 ADR.OR.D.017(i) Training and proficiency check programmes#ERULES-1963177438-2702#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#AMC2 ADR.OR.D.017(i) Training and proficiency check programmes#
AMC2 ADR.OR.D.017(i) Training and proficiency check programmes#ERULES-1963177438-2702#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#TRAINING RECORDS#
AMC2 ADR.OR.D.017(i) Training and proficiency check programmes#ERULES-1963177438-2702#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(a)Training programme — general#
AMC2 ADR.OR.D.017(i) Training and proficiency check programmes#ERULES-1963177438-2702#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#The records of the training sessions provided, should include as a minimum the following:#
AMC2 ADR.OR.D.017(i) Training and proficiency check programmes#ERULES-1963177438-2702#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(1)type of training, area of training and subjects covered;#
AMC2 ADR.OR.D.017(i) Training and proficiency check programmes#ERULES-1963177438-2702#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(2)names of participants/signed list of participants;#
AMC2 ADR.OR.D.017(i) Training and proficiency check programmes#ERULES-1963177438-2702#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(3)date and duration of training; and#
AMC2 ADR.OR.D.017(i) Training and proficiency check programmes#ERULES-1963177438-2702#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(4)names of the instructor and assessor.#
AMC2 ADR.OR.D.017(i) Training and proficiency check programmes#ERULES-1963177438-2702#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#(b)Training records of individuals#
AMC2 ADR.OR.D.017(i) Training and proficiency check programmes#ERULES-1963177438-2702#Aerodromes;#5 March, 2021#ED Decision 2021/003/R#The training records maintained for each individual should include as a minimum:#
